,movie_title,closeness
546,United 93,0.22708573497679646
547,The Jackal,0.22702747972766593
548,Without Limits,0.22700851290236768
549,The Long Riders,0.22697316563703898
550,You've Got Mail,0.22697279615342925
551,Tango & Cash,0.2268848590543191
552,The Other Guys,0.2267828815780398
553,Sex Drive,0.22677943306434917
554,Town & Country,0.22674433212142703
555,The Artist,0.22673546451479418
556,The Green Inferno,0.22669777718660408
557,There Will Be Blood,0.22668053461815107
558,The Best Exotic Marigold Hotel,0.22666501630654343
559,The Apartment,0.22660725370222576
560,The Runaways,0.22660528312297404
561,The Big Lebowski,0.22660011035243804
562,Rambo III,0.2265850846856435
563,Losin' It,0.22656550205432896
564,The Grey,0.22654936793670497
565,The Corruptor,0.22652202614958683
566,The Other Woman,0.22651254273693755
567,The Break-Up,0.22651168060851487
568,Sin City,0.22649640861931367
569,The Horse Whisperer,0.2264122895175038
570,The Apparition,0.22640514616771604
571,The One,0.2263975101731153
572,The Wood,0.22637263161006166
573,Talk Radio,0.22630981939641162
574,Spy Kids: All the Time in the World,0.22630575507670486
575,The Sixth Sense,0.22625267259811027
576,Yeh Jawaani Hai Deewani,0.22622865616347915
577,The Kids Are All Right,0.22622409919895956
578,Only the Strong,0.22618185490624979
579,Moulin Rouge!,0.22616473549899996
580,Grown Ups 2,0.22616387337057733
581,Top Gun,0.22613800951789775
582,The Lovely Bones,0.2261232301735096
583,True Romance,0.22604206694057735
584,Road House,0.22603319933394433
585,The Full Monty,0.2259809789837722
586,World's Greatest Dad,0.2259240785078774
587,Quills,0.22590129368527875
588,The Rose,0.22588749963051644
589,My Stepmother is an Alien,0.22587345925334743
590,Still Alice,0.2258634831958854
591,Stake Land,0.2258531376548138
592,We Were Soldiers,0.22584944281871647
593,Iron Man 2,0.22580929226646185
594,What Women Want,0.22576199836441913
595,Titan A.E.,0.22571027065906013
596,Shaft,0.22563107800537968
597,Shark Tale,0.22556617205127447
598,Stand by Me,0.2255246667257842
599,Ruby in Paradise,0.2255228193077355
600,The Brothers Bloom,0.22550533041687593
601,Simply Irresistible,0.225478604435774
602,Rush Hour 3,0.2254622239957435
603,Three Kings,0.22545902180445934
604,The Vow,0.22544559723330662
605,We Are Marshall,0.22542687673041492
606,Sheena,0.22541862492979817
607,The Innkeepers,0.22540778674391346
608,The Godfather: Part III,0.2253321657651267
609,Sex Tape,0.22532440660932287
610,New in Town,0.22531048939335738
611,Sausage Party,0.22530445449439884
612,The Fall of the Roman Empire,0.2253012523031144
613,The Fast and the Furious: Tokyo Drift,0.22528425605706812
614,Lone Wolf McQuade,0.22528376341225514
615,Old School,0.22523646951021262
616,The Ballad of Cable Hogue,0.22523437576975758
617,The Gunman,0.22521368468761394
618,WALL·E,0.22520370863015185
619,The Nun's Story,0.2251736572965624
620,The Postman,0.22517304149054607
621,The Smurfs 2,0.22517254884573323
622,Sands of Iwo Jima,0.22516626762436828
623,Meet Dave,0.2251381868700304
624,Pete's Dragon,0.22513670893559162
625,The Matrix Revolutions,0.22512599391091007
626,The Gallows,0.22511380095178973
627,Last Holiday,0.2250902771619718
628,The Social Network,0.2250681081453893
629,The Big Parade,0.2250631816972599
630,The Spectacular Now,0.22502635649749236
631,Wicker Park,0.22502413959583406
632,The Great Debaters,0.22498706807366015
633,The Proposition,0.22498226478673403
634,Sherlock Holmes: A Game of Shadows,0.22497118027844284
635,Meet Joe Black,0.22495566196683514
636,Total Recall,0.22493176869340736
637,Six-String Samurai,0.22492671908407474
638,Tombstone,0.2249055353571182
639,Never Say Never Again,0.22490442690628915
640,The Hours,0.2248783167312033
641,The Conjuring,0.22483447134285123
642,Memento,0.224806513749717
643,The Patriot,0.2247119259456317
644,The Texas Chainsaw Massacre 2,0.22469308228153675
645,Silver Linings Playbook,0.22468064300000995
646,Traffic,0.22467830293714836
647,The Manchurian Candidate,0.22462682155419594
648,Kicking & Screaming,0.22459947976707756
649,The Unborn,0.22455920605361943
650,Pretty Woman,0.22455859024760327
651,The Andromeda Strain,0.22455218586503495
652,The Four Feathers,0.22453457381297234
653,The Cable Guy,0.22450132028809855
654,Shooter,0.22449208319785585
655,The Fourth Kind,0.2244819839791906
656,London Has Fallen,0.22446769727961535
657,The Last Temptation of Christ,0.22443555220557074
658,The Phantom,0.2244186791207274
659,Out of Africa,0.2244154769294434
660,Sunshine Cleaning,0.22439651010414516
661,The Quiet,0.22437495689357906
662,The Other Side of Heaven,0.22428184702393267
663,The Sum of All Fears,0.2242322130590287
664,The Mummy Returns,0.22423196673662213
665,The 51st State,0.22423011931857376
666,The Informers,0.22418368754495385
667,The New World,0.22416201117318435
668,Maleficent,0.22415400569497404
669,The Man Who Shot Liberty Valance,0.2241520351157223
670,U-571,0.22414661602277977
671,TMNT,0.22412912713192037
672,Raiders of the Lost Ark,0.2241149635935483
673,Soul Surfer,0.22410511069728953
674,Glory,0.22408380380912976
675,The Relic,0.2240294897185028
676,Who Killed the Electric Car?,0.2240216074014957
677,We Own the Night,0.22396249002394256
678,Prom,0.2239591646714553
679,Under the Skin,0.22393748829968566
680,The Last Airbender,0.22392221631048437
681,Memoirs of a Geisha,0.2239167972175421
682,The Neon Demon,0.22389783039224384
683,The Wackness,0.22388194259702646
684,The Tale of Despereaux,0.22387159705595466
685,Monkeybone,0.22386938015429655
686,The Secret in Their Eyes,0.22384979752298195
